CODICE,DENOMINAZIONE,INDIRIZZO,COMUNE,COD_ISTAT,LON,LAT,LAT_LON,SR_GEO,QUOTA,OPERATORE,TIPO_IMPIANTO,STATO_IMPIANTO,FASE_RICHIESTA,TECNOLOGIE_UTILIZZATE
FLA2,PALACONGRESSI,"VIA DELLA FIERA, 52",RIMINI,099014,12.5674313,44.0507568,12.5674313 44.0507568,4326                            ,8,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - UMTS2100
RN0011W,TORRE PIAZZA CAVOUR,P.ZZA CAVOUR,RIMINI,099014,12.5657898,44.0609731,12.5657898 44.0609731,4326                            ,5,LINKEM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,WIMAX
555,HOTEL MARSELLI,"VIA ZAVAGLI, 77- HOTEL MARSELLI",RIMINI,099014,12.5621098,44.072421,12.5621098 44.072421,4326                            ,"2,4",GO INTERNET,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
FOBOL2,RICCIONE SMART COSTITUZIONE 2,LUNGOMARE COSTITUZIONE,RICCIONE,099013,12.651657,44.009891,12.651657 44.009891,4326                            ,1,TIM,MICROCELLA,ATTIVO,ATTIVA,LTE2600
2RN-2737,RIMINI I MAGGIO,"VIALE PUCCINI, 3",RICCIONE,099013,12.653824,44.006829,12.653824 44.006829,4326                            ,2,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS2100
RN0031C,S.ARCANGELO DI R. 2,VIA DELLA RESISTENZA C/O CAMPO SPORTIVO,SANTARCANGELO DI ROMAGNA,099018,12.4492854,44.057176,12.4492854 44.057176,4326                            ,"41,5",LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE3500
2RN5358,DANTE SC2,VIALE MILANO C/O H. ASCOT,RICCIONE,099013,12.6682287,43.9983292,12.6682287 43.9983292,4326                            ,2,VODAFONE,MICROCELLA,ATTIVO,ATTIVA,LTE2600 - UMTS2100
2RN-3038,RN PORTO PALOS,"VIALE NAPOLI, 6",RIMINI,099014,12.5340432,44.0894653,12.5340432 44.0894653,4326                            ,"1,2",VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,LTE800 - LTE1800 - UMTS2100
FOB5,CATTOLICA CENTRO 5,"VIA FIUME, 83 C/O H.VIENNA",CATTOLICA,099002,12.73808,43.966854,12.73808 43.966854,4326                            ,"2,3",TIM,MICROCELLA,ATTIVO,ATTIVA,LTE1800 - UMTS2100
RN47826_004,VILLA VERUCCHIO CORPOLO,"VIA MARECCHIESE, 661",RIMINI,099014,12.444436,44.013057,12.444436 44.013057,4326                            ,"75,2",ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - LTE2600 - UMTS900 - UMTS2100
RN47922_002,VISERBA LIDO,VIALE CIMAROSA 1,RIMINI,099014,12.544269,44.083805,12.544269 44.083805,4326                            ,"1,5",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RN160,IGEA LITORALE,"VIA PINZON, 191",BELLARIA-IGEA MARINA,099001,12.485386,44.131799,12.485386 44.131799,4326                            ,"2,3",WIND3,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RN47921_009,RIVABELLA CIMITERO,"VIA XXIII SETTEMBRE, 91/93",RIMINI,099014,12.5510001,44.0692066,12.5510001 44.0692066,4326                            ,6,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - LTE2100 - LTE2600 - UMTS900
RN47822_003,CORPOLO,VIA GORGONA 370,SANTARCANGELO DI ROMAGNA,099018,12.4442911,44.0249692,12.4442911 44.0249692,4326                            ,63,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,LTE1800 - LTE2600 - UMTS900 - UMTS2100
FL18,,"VIA ZAVAGLIA, 463",CESENA,040007,12.215696,44.184885,12.215696 44.184885,4326                            ,28,TIM,MICROCELLA,ATTIVO,ATTIVA,GSM900
FL19,,"VIA FOSSALTA, 3377",CESENA,040007,12.209029,44.190438,12.209029 44.190438,4326                            ,27,TIM,MICROCELLA,ATTIVO,ATTIVA,GSM900
FO37,SAN PIERO IN BAGNO,"LOCALITA PIAN DI BASILICA,SNC",BAGNO DI ROMAGNA,040001,11.9642553738,43.8342271272,11.9642553738 43.8342271272,4326                            ,630,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FO044,SSI BLU-IPPODROMO ,VIA AMBROSINI 300,CESENA,040007,12.23355,44.14535,12.23355 44.14535,4326                            ,27,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
FO09,CESENA SANT'EGIDIO ,"VIA BOSCONE,SNC",CESENA,040007,12.256229,44.151034,12.256229 44.151034,4326                            ,29,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS2100
FO0307-A,ROMEA ,"VIA DISMANO, 145",CESENA,040007,12.218538,44.146398,12.218538 44.146398,4326                            ,36,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FO39,CESENA VOLTRI ,"VIA LERICI, 116",CESENA,040007,12.220003,44.152334,12.220003 44.152334,4326                            ,39,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FO042,MADONNA DELLO SCHIOPPO ,VIA ROMAGNA 235,CESENA,040007,12.245388,44.152435,12.245388 44.152435,4326                            ,29,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
FO343,VALVERDE,VIA  EUCLIDE  15,CESENATICO,040008,12.429779,44.177942,12.429779 44.177942,4326                            ,2,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE1800 - LTE2100 - LTE2600 - UMTS2100
FO5B,FO PIAZZA MELOZZO D'AMBROGIO ,"PIAZZALE VITTIME CIVILI DI GUERRA, SNC",FORLI' ,040012,12.028937,44.224971,12.028937 44.224971,4326                            ,"29,92",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE1800 - UMTS2100
FL39,FORLI' A14,"VIA BRUNOTTO, 4",FORLI' ,040012,12.094318,44.248016,12.094318 44.248016,4326                            ,16,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FO0323-A,MEDAGLIE D'ORO ,VIA CORELLI 8/10,FORLI' ,040012,12.043032,44.212217,12.043032 44.212217,4326                            ,31,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - LTE2600 - UMTS2100
FL24,CARPINELLO / PIEVEQUINTA ,"VIA ERMELLINO LOC. CARPINELLO,3",FORLI' ,040012,12.134524,44.235329,12.134524 44.235329,4326                            ,21,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FO5D,FO SACCO ,"VIA SAVELLI, 1",FORLI' ,040012,12.07773,44.25588,12.07773 44.25588,4326                            ,18,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FO001,FORLIMPOPOLI ,"VIA PAGLIADO, SNC C/O AREA ECOLOGICA ""MILLEPIEDI"" - FORLIMPOPOLI (FC)",FORLIMPOPOLI,040013,12.113308,44.195822,12.113308 44.195822,4326                            ,24,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FO379,GAMBETTOLA NORD,"VIA CAPANNAGUZZO, 645",GAMBETTOLA,040015,12.333725,44.123748,12.333725 44.123748,4326                            ,26,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - LTE2100 - UMTS2100
FO062,LONGIANO ,"VIA RONCOFREDDO, SNC C/O DEPURATORE AMGA (CESENA)",LONGIANO,040018,12.33367,44.06697,12.33367 44.06697,4326                            ,208,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FO048,GATTEO MARE,"VIA RUBICONE, SNC C/O STADIO COMUNALE",GATTEO,040016,12.430861,44.164918,12.430861 44.164918,4326                            ,3,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FO032,TONTOLA ,VIA CASONE,PREDAPPIO,040032,11.933887,44.06149,11.933887 44.06149,4326                            ,337,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FO2159,ROCCA SAN CASCIANO,LOCALITA` SALBADELLA,ROCCA SAN CASCIANO,040036,11.8570510079,44.0650576283,11.8570510079 44.0650576283,4326                            ,412,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MO92,MOPIAZZA GRANDE,"PIAZZA GRANDE,47",MODENA,036023,10.9251133247,44.6458967066,10.9251133247 44.6458967066,4326                            ,35,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE2600 - UMTS2100
MO0952-A,MONTE OMBRARO,VIA PISCINE C/O LOCALITA MONTE OMBRARO,ZOCCA,036047,11.0071021809,44.3803383215,11.0071021809 44.3803383215,4326                            ,"672,2",VODAFONE,MICROCELLA,ATTIVO,ATTIVA,GSM900
MO6071-A,VILLAVARA INDUSTRIALE,VIA CADUTI IN GUERRA 2/4,BOMPORTO,036002,11.0044814303,44.6898106793,11.0044814303 44.6898106793,4326                            ,27,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MO41012_006,CARPI STADIO,"VIA CARLO MARX, 26 ( C/O STADIO COMUNALE S: CABASSI )",CARPI,036005,10.881012,44.77536,10.881012 44.77536,4326                            ,26,ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,
MO0190-A,FERMI,VIA PEZZANA,CARPI,036005,10.888226188099999,44.7974589666,10.888226188099999 44.7974589666,4326                            ,24,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MO2455-C,CAVEZZO                                 ,VIA PAPAZZONI,CAVEZZO,036009,11.041489,44.834236,11.041489 44.834236,4326                            ,21,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
MO6051-B,QUARANTOLI FS SSI,"VIA BACCANINA, 11",MIRANDOLA,036022,11.098205,44.917431,11.098205 44.917431,4326                            ,14,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MO5946-A,SACCA,"VIA STAFFETTE PARTIGIANE, 56",MODENA,036023,10.9267108952,44.6667096387,10.9267108952 44.6667096387,4326                            ,33,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE1800 - LTE2600 - UMTS2100
MO08,MO SACCA,"VIA CANALETTO,210",MODENA,036023,10.929695,44.66064,10.929695 44.66064,4326                            ,33,TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO1642-A,CROCETTA,"VIA MENOTTI,366",MODENA,036023,10.942589,44.652344,10.942589 44.652344,4326                            ,"32,5",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE1800 - LTE2600 - UMTS2100
MD26,MO VIA DELL'INDIPENDENZA,VIA DELLA SCIENZA 57,MODENA,036023,10.972845325,44.6393021091,10.972845325 44.6393021091,4326                            ,33,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE1800 - LTE2100 - UMTS2100
MD23,MO VIA DEI TIPOGRAFI,VIA INDUSTRIA 43,MODENA,036023,10.9780299325,44.6371508681,10.9780299325 44.6371508681,4326                            ,30,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2100 - UMTS2100
MO016,VIA VENTIMIGLIA,VIA GOTTARDI 58,MODENA,036023,10.949228,44.631448,10.949228 44.631448,4326                            ,34,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO41122_006,TORRAZZI,VIA M. L. KING,MODENA,036023,10.962626,44.657901,10.962626 44.657901,4326                            ,"30,6",ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MO2282-A,TORRAZZI,VIA PAPA GIOVANNI XXIII,MODENA,036023,10.9585674605,44.6567511161,10.9585674605 44.6567511161,4326                            ,30,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
MO027,MADONNINA,VIA UCCELLIERA,MODENA,036023,10.892356,44.655814,10.892356 44.655814,4326                            ,36,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO41038_001,,VIA CAMPO DI POZZO,SAN FELICE SUL PANARO,036037,11.130412,44.83795,11.130412 44.83795,4326                            ,15,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MO5945-B,TIEPIDO,POGGIO PIACENTINO - LOC. EDERA VIA BIZENTINA,SERRAMAZZONI,036042,10.8363097277,44.4577454901,10.8363097277 44.4577454901,4326                            ,394,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
MO41019_001,SOLIERA,VIA TOSCANINI (AREA VERDE ZONA IND.),SOLIERA,036044,10.9160750961,44.728219732,10.9160750961 44.728219732,4326                            ,27,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
PC3674-A,CASTELVETRO PIACENTINO,AREA STAZIONE FS,CASTELVETRO PIACENTINO,033014,9.9808484,45.09305,9.9808484 45.09305,4326                            ,38,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
PC1438-B,FIORENZUOLA,LOC.CASCINA PREBENDA SULLA  S.C. PC-CORTE M.,CORTEMAGGIORE,033018,9.9202412,44.9623687,9.9202412 44.9623687,4326                            ,62,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
PC3654-C,FERRIERE,"STRADA COMUNALE DEI CARLONI, LOC. CARLONI",FERRIERE,033020,9.5004487,44.6485744,9.5004487 44.6485744,4326                            ,672,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS900 - UMTS2100
PC3663-B,MORFASSO,STRADA PER SARTORI/ROCCHETTA - RETRO CIMITERO,MORFASSO,033028,9.6986908,44.7261673,9.6986908 44.7261673,4326                            ,665,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PC333,PIAZZA GARIBALDI,VIA FRASI 4,PIACENZA,033032,9.695254,45.051459,9.695254 45.051459,4326                            ,60,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE2100 - UMTS1800 - UMTS2100
PC34,PC GRAGNANA,STRADA GRAGNANA,PIACENZA,033032,9.6188146,45.0291494,9.6188146 45.0291494,4326                            ,72,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PC024,PIANELLO VAL TIDONE,LOC. CA DELL'ORA C/O INSTALLAZIONE RTV (PLERT 19.2),PIANELLO VAL TIDONE,033033,9.394808,44.933539,9.394808 44.933539,4326                            ,411,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
PC42,GARIGA - GARIGA BIS,"STRADA COMUNALE DELLA FAGGIOLA,SNC",PODENZANO,033035,9.685623,44.9827443,9.685623 44.9827443,4326                            ,88,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
PR3024-A,ALBARETO,,ALBARETO,034001,9.6914756,44.4455383,9.6914756 44.4455383,4326                            ,552,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR032,MONTE PRINZERA,STRADA COMUNALE - CASTELLO DI RAVARANO,CALESTANO,034008,10.0623339,44.576621,10.0623339 44.576621,4326                            ,822,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PR13,COLORNO,"VIA ALDO MORO,21",COLORNO,034010,10.3759083177,44.9254738994,10.3759083177 44.9254738994,4326                            ,29,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR4725-A,OUTLET,VIA SAN MICHELE CAMPAGNA,FIDENZA,034014,10.0903684,44.8838616,10.0903684 44.8838616,4326                            ,60,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
PR12,PONTE TARO,VIA AL TARO,FONTEVIVO,034016,10.2113575,44.8283871,10.2113575 44.8283871,4326                            ,"60,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR4672-B,,"VIA ALDO VALENTI, 10",MEDESANO,034020,10.0950193,44.7278481,10.0950193 44.7278481,4326                            ,233,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR0224-A,,VIALE MENTANA 27/29,PARMA,034027,10.339261,44.802947,10.339261 44.802947,4326                            ,"51,1",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - UMTS2100
PR71,SAN PROSPERO PARMENSE - PROVVISORIO,"STRADA DEL POZZETTO, 2",PARMA,034027,10.3911647,44.7817989,10.3911647 44.7817989,4326                            ,50,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
PR4661-B,TABIANO BAGNI,STRADA DEL VARIATICO,SALSOMAGGIORE TERME,034032,10.0191396,44.809685,10.0191396 44.809685,4326                            ,191,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR373,SAN SECONDO P.SE,VIA VERDI C/O DEPURATORE,SAN SECONDO PARMENSE,034033,10.2418542,44.9226671,10.2418542 44.9226671,4326                            ,37,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PR061,PROVAZZANO,LOC. CASE CAVALLI,TRAVERSETOLO,034042,10.390946,44.62099,10.390946 44.62099,4326                            ,330,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PR2221-B,TRAVERSETOLO,STRADA COMUNALE DEL CIMITERO - VIA FRASCARINI,TRAVERSETOLO,034042,10.3881380704,44.6399187142,10.3881380704 44.6399187142,4326                            ,158,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
PR64,TRAVERSETOLO ,"VIA D ANNUNZIO,29",TRAVERSETOLO,034042,10.380224,44.6407044,10.380224 44.6407044,4326                            ,"176,3",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
PR4678-D,,VIA CA`DEL SOLDATO,VARSI,034046,9.8369801,44.6896016,9.8369801 44.6896016,4326                            ,694,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
PR051,ZIBELLO,C/O AREA DEPURATORE,ZIBELLO,034048,10.1423724,45.0183319,10.1423724 45.0183319,4326                            ,32,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
RE90,,CORSO GARIBALDI 42,REGGIO NELL'EMILIA,035033,10.62664999,44.69865555,10.62664999 44.69865555,4326                            ,55,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE2600
RE4781-B,,"VIA SECCHI, 17",REGGIO NELL'EMILIA,035033,10.633459,44.699606,10.633459 44.699606,4326                            ,54,VODAFONE,MICROCELLA,ATTIVO,ATTIVA,GSM900
RE47,BAISO,"VIA DEL CASTELLO,SNC",BAISO,035003,10.6045914395,44.5069617934,10.6045914395 44.5069617934,4326                            ,645,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
5915,,SS 467,CASALGRANDE,035012,10.753586,44.5582073,10.753586 44.5582073,4326                            ,135,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900
RE073,CORREGGIO ZI,VIA EUROPA,CORREGGIO,035020,10.8290047302,44.7700044334,10.8290047302 44.7700044334,4326                            ,"29,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
RE08,GUASTALLA,"VIA CIRCONVALLAZIONE, SNC C/O CENTRALE TELECOM",GUASTALLA,035024,10.655141208,44.917782105,10.655141208 44.917782105,4326                            ,23,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
RE6B,SAN GIROLAMO ZI,"VIA PIZZAMIGLIA ( C O CAMPO SPORTIVO ) LOC SAN GIROLAMO,SNC",GUASTALLA,035024,10.7295629049,44.9226960514,10.7295629049 44.9226960514,4326                            ,"20,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - UMTS900 - UMTS2100
RE7A,GUASTALLA ZI,"VIA VARIANTE  S S 62 DELLA CISA  LOCALITA SAN GIACOMO ,SNC",GUASTALLA,035024,10.6538423402,44.8886396971,10.6538423402 44.8886396971,4326                            ,18,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
5912,,VIA BEETHOVEN LOC. GAVASSA,REGGIO NELL'EMILIA,035033,10.6929962062,44.7171461164,10.6929962062 44.7171461164,4326                            ,"39,5",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900
RE71,LA VILLA A1,VIA BEETHOVEN LOC. GAVASSA,REGGIO NELL'EMILIA,035033,10.6929962062,44.7171461164,10.6929962062 44.7171461164,4326                            ,"39,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
RE365 (ex H3G RE5906-B),MAGATI,VIA CABOTO,REGGIO NELL'EMILIA,035033,10.6213103,44.6840428,10.6213103 44.6840428,4326                            ,"65,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
RE1A,RE GAGARIN,"VIA P. CARNERA, 8/26",REGGIO NELL'EMILIA,035033,10.5965401,44.6714693,10.5965401 44.6714693,4326                            ,"82,6",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - UMTS2100
RE0263-B,DUE MADONNE,"VIA DEL CHIONSO, 32",REGGIO NELL'EMILIA,035033,10.6538539633,44.7072867403,10.6538539633 44.7072867403,4326                            ,44,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - UMTS2100
RE009,VIALE DEI MILLE,"VIALE OLIMPIA C/O STADIO COMUNALE ""MIRABELLO"" (CO-SITING TIM/H3G) - REGGIO EMILIA",REGGIO NELL'EMILIA,035033,10.64121,44.69401,10.64121 44.69401,4326                            ,57,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
RE4734-A,FOGLIANO,VIA PIERMARINI,REGGIO NELL'EMILIA,035033,10.6488738015,44.6492682567,10.6488738015 44.6492682567,4326                            ,"66,5",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
RE85,VILLAROTTA,VIALE LAZZARO SPALLANZANI SNC,REGGIOLO,035032,10.7591670317,44.926002635,10.7591670317 44.926002635,4326                            ,18,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
RE2462-B,SAN POLO D'ENZA,VIA CADUTI DEL LAVORO,SAN POLO D'ENZA,035038,10.4315417117,44.6313885495,10.4315417117 44.6313885495,4326                            ,167,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RE40,ARCETO,"VIA PER RUBIERA, LOC. ARCETO",SCANDIANO,035040,10.7269158869,44.6278410859,10.7269158869 44.6278410859,4326                            ,69,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
RE25,VEZZANO SUL CROSTOLO,VIA MAZZONE,VEZZANO SUL CROSTOLO,035043,10.5485628653,44.5969575232,10.5485628653 44.5969575232,4326                            ,229,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
FO5C,FO ROMITI ,C/O ACQUEDOTTO DI FORLA' A PORTA RAVALDINO,FORLI' ,040012,12.037055,44.217033,12.037055 44.217033,4326                            ,"34,94",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - UMTS2100
PC6134-B,BORGO TREBBIA,VIA EMILIA PAVESE. 48,PIACENZA,033032,9.673596,45.0537534,9.673596 45.0537534,4326                            ,"56,2",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FO089,SAN GIORGIO ,"VIA SAVELLI, 1 C/O AREA INDUSTRIALE LOCALITA' � SAN GIORGIO - FORLI",FORLI' ,040012,12.07873,44.255264,12.07873 44.255264,4326                            ,17,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
PR361,SCORZA,LOCALITA' CASE ALBERI 118,BERCETO,034004,9.938849,44.58488,9.938849 44.58488,4326                            ,373,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
RE6A,SAN GIORGIO PIEVE,"VIA SPAGNA     PRESSO CAMPO SPORTIVO ,SNC",GUASTALLA,035024,10.6710422079,44.9154124444,10.6710422079 44.9154124444,4326                            ,20,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MD59,VIGNOLA OVEST,S.P. N.4 FONDOVALLE PANARO,VIGNOLA,036046,10.986267999999999,44.473443,10.986267999999999 44.473443,4326                            ,"135,1",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - UMTS2100
FC0802-A,SSI BLU-IPPODROMO ,VIA AMBROSINI 300,CESENA,040007,12.23355,44.14535,12.23355 44.14535,4326                            ,27,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE1800 - UMTS900 - UMTS2100
