CODICE,DENOMINAZIONE,INDIRIZZO,COMUNE,COD_ISTAT,LON,LAT,LAT_LON,SR_GEO,QUOTA,OPERATORE,TIPO_IMPIANTO,STATO_IMPIANTO,FASE_RICHIESTA,TECNOLOGIE_UTILIZZATE
FEA2,VACCOLINO,STRADA PROVINCIALE FRAZ. VACCOLINO,LAGOSANTO,038011,12.175323,44.800301,12.175323 44.800301,4326                            ,0,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FEA6,FE PONTE PO,VIA VALLELUNGA 149,FERRARA,038008,11.566819,44.901239,11.566819 44.901239,4326                            ,6,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FEBE,POGGIORENATICO,VIA DELL'ARTIGIANATO,POGGIO RENATICO,038018,11.498525,44.771646,11.498525 44.771646,4326                            ,8,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FEU1871S,OSTELLATO PAESE,VIA LIDI FERRARESI (C/O CIMITERO COMUNALE DI OSTELLATO),OSTELLATO,038017,11.956359,44.74594,11.956359 44.74594,4326                            ,1,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE012 NUOVO,ENEL PUTINATI,VIA PUTINATI 143,FERRARA,038008,11.618921,44.826123,11.618921 44.826123,4326                            ,"9,2",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FE014G,SAN GIORGIO,VIALE ALFONSO D'ESTE (TORRE ACOSEA),FERRARA,038008,11.632315,44.827209,11.632315 44.827209,4326                            ,"20,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - GSM1800 - LTE800 - LTE2600 - UMTS900 - UMTS2100
FE03,PORTOGARIBALDI,"VIA DIGIONE, 7 PORTOGARIBALDI",COMACCHIO,038006,12.236274,44.676392,12.236274 44.676392,4326                            ,1,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FE051-A,IOLANDA DI SAVOIA,VIA REALE 2,JOLANDA DI SAVOIA,038010,11.98972,44.880132,11.98972 44.880132,4326                            ,0,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - UMTS900 - UMTS2100
FE066,CONSANDOLO,VIA NAZIONALE NORD,ARGENTA,038001,11.768591,44.657597,11.768591 44.657597,4326                            ,2,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - UMTS900 - UMTS2100
FE084,AMBROGIO,VIA SAN CARLO,COPPARO,038007,11.915154,44.909043,11.915154 44.909043,4326                            ,"0,4",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FE1D,MIGLIARO,VIA TRAVAGLIO,FISCAGLIA,038027,11.96743055,44.79655833,11.96743055 44.79655833,4326                            ,3,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE110,PORTOMAGGIORE NORD,VIA PROVINCIALE SAN VITO 4,PORTOMAGGIORE,038019,11.812013,44.704592,11.812013 44.704592,4326                            ,1,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE14,MARRARA,VIA DEL VESCOVO,FERRARA,038008,11.691704,44.722969,11.691704 44.722969,4326                            ,"5,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE2E,FOSSALTA TAMARA,VIA PRIMICELLO 87,COPPARO,038007,11.76371,44.879824,11.76371 44.879824,4326                            ,4,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE21,MESOLA,VIA GRAMSCI 21,MESOLA,038014,12.228666,44.921825,12.228666 44.921825,4326                            ,0,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE2176,BERRA,BIVIO PAMPANO C/O DEPURATORE,RIVA DEL PO,038029,11.963289,44.969295,11.963289 44.969295,4326                            ,0,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE3175A,BONDENO SUD,VIA RENO 10 C/O CAMPO SPORTIVO,BONDENO,038003,11.427167,44.881194,11.427167 44.881194,4326                            ,9,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900 - UMTS1800 - UMTS2100
FE3195A,FERRARA VIA DEL CAMPO,"VIA DEL CAMPO, AREA VERDE COMUNALE",FERRARA,038008,11.617583,44.821828,11.617583 44.821828,4326                            ,"6,9",TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900 - UMTS1800 - UMTS2100
FE34,BERRA,BIVIO PAMPANO C/O DEPURATORE,RIVA DEL PO,038029,11.963289,44.969295,11.963289 44.969295,4326                            ,0,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE4B,CENTO,VIA CAMPAGNOLI 2,CENTO,038004,11.290907,44.725673,11.290907 44.725673,4326                            ,"15,4",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - UMTS2100
FE4588,FORMIGNANA,VIA FONTANELLA 9,TRESIGNANA,038030,11.847593,44.844217,11.847593 44.844217,4326                            ,"2,5",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE4596-D,LONGASTRINO,"VIA VALLETTA, LOC.LONGASTRINO",ARGENTA,038001,12.01883888,44.58961944,12.01883888 44.58961944,4326                            ,-3,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS2100
FE49,BOARA,VIA COPPARO LOCALITA BOARA,FERRARA,038008,11.703566,44.865772,11.703566 44.865772,4326                            ,"3,7",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
FE5E,QUARTIERE PORTOMAGGIORE,STRADA RUNCO-QUARTIERE (C/O CAVALCA FERROVIA),PORTOMAGGIORE,038019,11.755952,44.722795,11.755952 44.722795,4326                            ,4,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE5968C,BAURA SSI,VIA PONTEGRADELLA,FERRARA,038008,11.713707,44.852419,11.713707 44.852419,4326                            ,"4,3",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE665,BONDENO,VIA PAGANINI C/O DEPURATORE,BONDENO,038003,11.408612,44.884583,11.408612 44.884583,4326                            ,9,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FE67,FE-TURCHI,VIA BARBIERI 94,FERRARA,038008,11.583651,44.844363,11.583651 44.844363,4326                            ,9,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
2FE1301A,SSI-PORTOMAGGIORE,VIA BERETTA 7,PORTOMAGGIORE,038019,11.80655,44.69596,11.80655 44.69596,4326                            ,"2,2",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
2FE1845S,MESOLA,VIA GRAMSCI 21,MESOLA,038014,12.228666,44.921825,12.228666 44.921825,4326                            ,0,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
2FE1876A,FRANCOLINO,VIA DEI CALZOLAI 424/A_593,FERRARA,038008,11.659797,44.900485,11.659797 44.900485,4326                            ,5,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
2FE5007A,ESTENSI CENTRO,VIA BENVENUTO TISI DA GAROFALO - LIDO DI SPINA,COMACCHIO,038006,12.242027,44.654518,12.242027 44.654518,4326                            ,1,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
3135,ARGENTA NORD,VIA MAMPIGLIA OLMO,ARGENTA,038001,11.8322,44.623915,11.8322 44.623915,4326                            ,1,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS2100
5641,OSTELLATO OVEST,STRADA STAGNANE (C/O CIMITERO COMUNALE) - ROVERETO,OSTELLATO,038017,11.878614,44.76433,11.878614 44.76433,4326                            ,"1,2",TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS2100
5691,TRESIGALLO,VIA GROTTA (C/O DEPURATORE COMUNALE),TRESIGNANA,038030,11.902889,44.825909,11.902889 44.825909,4326                            ,1,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS2100
FE147,COCCANILE CESTA,COCCANILE CESTA,COPPARO,038007,11.871942,44.919196,11.871942 44.919196,4326                            ,"1,4",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
FE44020_003,CORTE CENTRALE,ZONA INDUSTRIALE (C/O SIPRO) - SAN GIOVANNI,OSTELLATO,038017,12.033866830145534,44.742272019082876,12.033866830145534 44.742272019082876,4326                            ,-1,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FE639,MIZZANA,VIA ZUCCHINI 69 - VIA TRAVERSAGNO,FERRARA,038008,11.582455103500171,44.85081750083335,11.582455103500171 44.85081750083335,4326                            ,7,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
FE662,PORTOMAGGIORE 2_EX 5617,VIA MAZZINI (C/O CIMITERO COMUNALE),PORTOMAGGIORE,038019,11.816831687366104,44.695110532748195,11.816831687366104 44.695110532748195,4326                            ,"1,8",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE1800 - LTE2100 - UMTS2100
L430S004,SOLAROLO,VIALE DELLA STAZIONE,SOLAROLO,039018,11.8500055555556,44.3569305555556,11.8500055555556 44.3569305555556,4326                            ,0,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L430S002,RUSSI,PIAZZALE LANZONI,RUSSI,039016,12.0335722222222,44.3789777777778,12.0335722222222 44.3789777777778,4326                            ,11,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
RA2F,MARCEGAGLIA MI,"VIA BAIONA, 141",RAVENNA,039014,12.2445916666667,44.4639777777778,12.2445916666667 44.4639777777778,4326                            ,1,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
RA32,BRISIGHELLA - MONTE PANIGHETO,"SANT EUFEMIA, VIA VALPIANA - SANT EUFEMIA",BRISIGHELLA,039004,11.690425,44.1637194444444,11.690425 44.1637194444444,4326                            ,307,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
RA44,CASOLA VALSENIO,"VIA MELETO, 9 - MELETO",CASOLA VALSENIO,039005,11.6294083333333,44.2196888888889,11.6294083333333 44.2196888888889,4326                            ,334,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA19,BASIAGO,"VIA BASIAGO, 109 - BASIAGO",FAENZA,039010,11.9615722222222,44.289625,11.9615722222222 44.289625,4326                            ,19,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - UMTS900 - UMTS2100
RA34,PINARELLA 2 CENTRO,"VIA TITANO, 114  - PINARELLA",CERVIA,039007,12.3668833333333,44.2416555555556,12.3668833333333 44.2416555555556,4326                            ,"1,8",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA5E,BAGNARA DI ROMAGNA,VIA 2 GIUGNO,BAGNARA DI ROMAGNA,039003,11.8330583333,44.3896611111,11.8330583333 44.3896611111,4326                            ,"18,3",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
RA68,CERVIA SAVIO,VIA RAGAZZENA - SAVIO DI CERVIA,CERVIA,039007,12.2960055555556,44.30315,12.2960055555556 44.30315,4326                            ,"1,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RA78,CASTEL BOLOGNESE,"CORSO MAZZINI, 3 - CASTEL BOLOGNESE",CASTEL BOLOGNESE,039006,11.8021083333333,44.32025,11.8021083333333 44.32025,4326                            ,"39,7",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RAA7,GODO FS,VIA BARACCA - STAZIONE RFI - GODO,RUSSI,039016,12.0717027777778,44.3895861111111,12.0717027777778 44.3895861111111,4326                            ,8,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RA1338,SSI - PINARELLA,"VIA TITANO, 114  - PINARELLA",CERVIA,039007,12.3668833333333,44.2416555555556,12.3668833333333 44.2416555555556,4326                            ,"1,8",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RA2291,CERVIA VIA PLATONE,VIALE TRITONE (ACQUEDOTTO) - PINARELLA,CERVIA,039007,12.3610416666667,44.2401166666667,12.3610416666667 44.2401166666667,4326                            ,2,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
RA2241,CONSELICE,"VIA GUGLIELMA, 18 - ACQUEDOTTO",CONSELICE,039008,11.8273055555556,44.516075,11.8273055555556 44.516075,4326                            ,"5,4",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
RA4897,FOGNANO,"VIA CAMPIUME, 17 - FOGNANO - CAMPIUME",BRISIGHELLA,039004,11.7172944444444,44.1905138888889,11.7172944444444 44.1905138888889,4326                            ,197,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RAVRUC,COMMISSIONARIA SRL,"VIA CANALA, 93",RAVENNA,039014,12.1483626,44.4286732,12.1483626 44.4286732,4326                            ,,VODAFONE,MICROCELLA,ATTIVO,ATTIVA,NON SPECIFICATO
RA0687,TRAVERSARA,"VIA TORRI, 32/A - TRAVERSARA",BAGNACAVALLO,039002,12.0246944444,44.4113333333,12.0246944444 44.4113333333,4326                            ,8,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
RA1044,ZANELLI NAVIGLIO,VIA SANT'ALBERTO,RAVENNA,039014,12.2015888888889,44.4319888888889,12.2015888888889 44.4319888888889,4326                            ,"0,4",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RA1827,RAVENNA INDUSTRIALE,VIA GUIDO ROSSA - BASSETTE,RAVENNA,039014,12.2153444444444,44.4511055555556,12.2153444444444 44.4511055555556,4326                            ,"0,7",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RA2414,FAENZA Z.I. (ZONA INDUSTRIALE),"VIA DE CRESCENZI, 38 - FAENZA",FAENZA,039010,11.8885416666667,44.304825,11.8885416666667 44.304825,4326                            ,27,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
RA3402B,PORTO CORSINI SC - MICROCELLA,PIAZZALE ADRIATICO - MARINA DI RAVENNA,RAVENNA,039014,12.2828805555556,44.4908861111111,12.2828805555556 44.4908861111111,4326                            ,"1,1",VODAFONE,MICROCELLA,ATTIVO,ATTIVA,NON SPECIFICATO
RAMcID12149,BENTINI,VIA DERUTA ANGOLO VIA CASTELLI,FAENZA,039010,11.9033362,44.310599,11.9033362 44.310599,4326                            ,,VODAFONE,MICROCELLA,ATTIVO,ATTIVA,NON SPECIFICATO
RA010,LUGO - ENEL,"VIA DEL PERO, 13",LUGO,039012,11.9212222222222,44.425825,11.9212222222222 44.425825,4326                            ,12,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA025,FAENZA CAVALCAVIA,"VIA CHIARINI, 38/40",FAENZA,039010,11.8914361111111,44.2912666666667,11.8914361111111 44.2912666666667,4326                            ,29,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA117,PIANGIPANE,VIA MACCALONE S.N.C. - PIANGIPANE,RAVENNA,039014,12.0844305555556,44.4229305555556,12.0844305555556 44.4229305555556,4326                            ,"3,7",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RA055,RIOLO TERME - SASSO LETROSO - TRALICCIO RAI,SASSO LETROSO - SASSO LETROSO,RIOLO TERME,039015,11.6559888888889,44.2570805555556,11.6559888888889 44.2570805555556,4326                            ,"318,8",WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA017,MASSA LOMBARDA,"VIA BORSELLINO - ANGOLO VIA TREBEGHINO, 22",MASSA LOMBARDA,039013,11.8222694444444,44.4405194444444,11.8222694444444 44.4405194444444,4326                            ,11,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
RA067,SANT APOLLINARE IN CLASSE,"VIA BOSCA, 13/A - CLASSE",RAVENNA,039014,12.2485666666667,44.3742416666667,12.2485666666667 44.3742416666667,4326                            ,1,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RA331,CAVALCAVIA,"VIA CHIARINI, 38/40",FAENZA,039010,11.8914694444,44.2912972222,11.8914694444 44.2912972222,4326                            ,30,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900 - UMTS2100
RA337,MILANO MARITTIMA NORD,"XV TRAVERSA, 9/A  - MILANO MARITTIMA",CERVIA,039007,12.3460712,44.2904804,12.3460712 44.2904804,4326                            ,"1,2",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE1800 - UMTS2100
RA380,CERVIA LUNGOMARE,"VIA LUNGOMARE DELEDDA, 30 ",CERVIA,039007,12.3601555556,44.2590444444,12.3601555556 44.2590444444,4326                            ,2,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE1800 - UMTS2100
FC47521_001,,"VIA MURA PONENTE, 37",CESENA,040007,12.245197,44.140139,12.245197 44.140139,4326                            ,40,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FC47521_007,,"SS 9 VIA EMILIA, 2625 LOC. CASE CASTAGNOLI",CESENA,040007,12.298855,44.120194,12.298855 44.120194,4326                            ,32,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
514,,VIA SOZZI 2,CESENATICO,040008,12.405320614615393,44.191847570329294,12.405320614615393 44.191847570329294,4326                            ,"2,9",GO INTERNET,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE3500 - WIMAX
FC47122_005,,"VIA GALVANI, 13/B - FORLI",FORLI' ,040012,12.074152,44.228568,12.074152 44.228568,4326                            ,21,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - LTE2600 - UMTS900 - UMTS2100
FO80,RN TORRE PEDRERA CENTRO,"VIA GIUMBO, 27",RIMINI,099014,12.5134599,44.1050795,12.5134599 44.1050795,4326                            ,41,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
2RN-4981,AUSA,"VIA ZINGARINA, 1 - TERRENO AGRICOLO",RIMINI,099014,12.5328308,44.0003088,12.5328308 44.0003088,4326                            ,54,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
RN033,RICCIONE STADIO,VIA FORLIMPOPOLI C/O STADIO COMUNALE,RICCIONE,099013,12.6382899,44.0029559,12.6382899 44.0029559,4326                            ,15,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RN647,VIALE GRAMSCI,"VIALE GRAMSCI, 110",RICCIONE,099013,12.6669198,43.9978082,12.6669198 43.9978082,4326                            ,2,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
2RN-5026-A,BRASILE,VIA ROMAGNA - VIA ALBERELLO C/O PARCHEGGIO COMUNALE,MISANO ADRIATICO,099005,12.6893216,43.9818917,12.6893216 43.9818917,4326                            ,2,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
2RN-4993-A,MONTEFIORE CONCA,VIA PANORAMICA,MONTEFIORE CONCA,099008,12.614538,43.883017,12.614538 43.883017,4326                            ,372,VODAFONE,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - GSM1800 - UMTS900
FL81,VIA ABRUZZO,"VIA PEGASO, 7",RIMINI,099014,12.5604254,44.0501168,12.5604254 44.0501168,4326                            ,"6,8",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE1800 - UMTS2100
FL83,RIMINI SUD CASELLO,"A14, STAZIONE RIMINI SUD",RIMINI,099014,12.5669539,44.0364125,12.5669539 44.0364125,4326                            ,14,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FL86,RN VIA TIBERIO,"VIA MARECCHIA, 7",RIMINI,099014,12.5638694,44.0640685,12.5638694 44.0640685,4326                            ,5,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900
FO2C,VIA U. BASSI,"VIALE TRIPOLI, 147",RIMINI,099014,12.5781173,44.0579354,12.5781173 44.0579354,4326                            ,"4,7",TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM1800 - UMTS2100
2RN-2966,SAN SAVINO,VIA MORDANO,SAN CLEMENTE,099016,12.6152015,43.9431438,12.6152015 43.9431438,4326                            ,105,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
RN030,ENEL VIA FORMIA,VIA CORTEMAGGIORE C/O PARCHEGGIO COMUNALE,RICCIONE,099013,12.6518726,44.0027707,12.6518726 44.0027707,4326                            ,3,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RN619,STADIO,"VIA IX FEBBRAIO, 1849 (PS. STADIO ""R. NERI"")",RIMINI,099014,12.5782782,44.0531819,12.5782782 44.0531819,4326                            ,"5,3",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
2RN-2964,SPADAROLO,"VIA MARECCHIESE, 329",RIMINI,099014,12.5204712,44.0530431,12.5204712 44.0530431,4326                            ,"17,2",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RN656,BRAMANTE,"VIA BRAMANTE, 2",RIMINI,099014,12.5662458,44.0537255,12.5662458 44.0537255,4326                            ,"7,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RN062,MONTECOLOMBO,VIA CA'FERRO,MONTESCUDO,099010,12.5502491,43.9396905,12.5502491 43.9396905,4326                            ,186,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RN088,VISERBELLA,"VIA PORTO PALOS, 3 (C/O RESIDENCE TERMINUS)",RIMINI,099014,12.5333673,44.0916114,12.5333673 44.0916114,4326                            ,2,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
2RN-2297C,CATTOLICA OVEST,VIA DEGLI SFORZA 8,CATTOLICA,099002,12.7347797,43.9624842,12.7347797 43.9624842,4326                            ,10,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
FO9E,RN MARCHI,"VIA DRAGHI, 33",RIMINI,099014,12.5873387,44.0422625,12.5873387 44.0422625,4326                            ,5,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
2RN-0358,RIMEMBRANZE SSI,"VIA RIMEMBRANZE, 77",RIMINI,099014,12.5991458,44.0462997,12.5991458 44.0462997,4326                            ,3,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE2100 - UMTS2100
RN039,ENEL SCACCIANO,AUTOSTRADA A14,MISANO ADRIATICO,099005,12.6554507,43.9800234,12.6554507 43.9800234,4326                            ,56,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,GSM900 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FO9C,RN BRENNERO,"VIA STELVIO, 6",RIMINI,099014,12.5574535,44.0675723,12.5574535 44.0675723,4326                            ,5,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - UMTS2100
FL9A,SANTARCANGELO CAMERANO,VIA DELLE INDUSTRIE,POGGIO TORRIANA,099028,12.4128664,44.0492879,12.4128664 44.0492879,4326                            ,"50,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
